pH,Temperature,Conductivity @25°C,Dissolved Oxygen,BOD - 5 days (Total),Ammonia-Total (as N),ortho-Phosphate (as P) - unspecified,Total Hardness (as CaCO3),True Colour,Is_Potable_By_Normes
6.966,0.515,422.268,8.392,2.069,0.139,0.182,185.983,1.76,1
5.252,33.919,500.297,3.467,6.85,-1.546,-1.23,301.462,-2.806,0
8.07,14.605,79.594,10.579,1.429,0.372,0.105,269.533,1.882,1
6.897,13.665,97.849,6.788,2.628,0.204,0.157,222.729,14.724,1
9.491,33.518,-4.066,17.415,-3.008,1.201,3.235,-2.852,15.175,0
8.166,0.389,467.536,13.155,0.278,0.195,0.024,182.727,9.264,1
6.816,3.528,197.575,5.089,0.536,0.042,0.181,161.155,14.321,1
7.504,12.139,426.271,6.06,0.875,0.499,0.121,25.689,9.537,1
12.298,-2.066,-3.479,0.338,7.602,-3.167,-0.793,-4.595,15.163,0
4.006,-0.774,-2.065,2.126,6.99,4.015,-2.444,301.458,19.019,0
7.536,20.394,153.839,6.761,4.388,0.128,0.141,166.691,2.953,1
5.511,31.152,504.23,1.881,-1.84,-1.501,-3.664,-4.485,17.846,0
3.03,-2.811,504.54,0.124,-2.098,-4.78,4.109,303.687,-1.295,0
1.501,30.348,-2.021,14.6,-4.702,-0.435,-2.722,-1.135,-3.496,0
11.282,-1.078,-4.009,0.971,7.096,-4.307,4.994,-1.655,-0.168,0
1.668,34.165,-3.161,16.47,-4.359,3.14,1.619,303.008,15.291,0
10.321,30.82,-4.003,4.206,-3.036,-1.019,2.752,303.214,17.145,0
6.72,28.388,360.356,12.217,0.037,0.257,0.016,172.951,12.685,1
7.221,22.988,11.083,9.027,4.24,0.096,0.184,50.362,13.305,1
6.799,27.38,131.698,6.673,3.752,0.109,0.012,82.227,0.123,1
2.403,-1.715,501.912,15.733,-1.506,-0.492,-4.745,-2.882,15.623,0
6.594,22.662,343.076,8.756,4.979,0.358,0.08,257.414,10.853,1
7.52,26.06,244.793,9.077,2.692,0.439,0.109,86.942,2.57,1
6.948,16.323,311.574,6.531,4.28,0.231,0.008,60.739,0.277,1
7.849,10.658,238.933,8.859,0.946,0.315,0.179,88.297,0.061,1
1.94,33.753,-1.497,2.825,-4.491,1.414,2.909,-2.324,16.383,0
7.258,13.288,362.046,8.906,0.603,0.3,0.128,131.981,12.445,1
6.235,30.283,500.724,0.989,5.791,4.744,3.353,-4.795,-2.94,0
6.765,5.383,102.188,10.929,2.355,0.328,0.058,16.913,7.458,1
6.258,30.954,503.434,15.96,7.205,-4.727,-3.444,-2.212,-1.189,0
2.944,-1.15,504.708,1.998,9.585,-4.834,4.596,-4.602,-3.197,0
7.421,29.442,494.138,7.099,0.049,0.098,0.055,135.84,0.187,1
10.397,34.365,500.504,17.282,5.197,-2.182,3.238,301.642,16.832,0
12.702,-2.158,-0.745,14.508,-1.109,-4.938,3.931,304.96,17.15,0
8.286,5.932,75.806,7.024,4.263,0.152,0.123,252.56,14.061,1
7.869,2.664,234.125,6.589,4.724,0.412,0.066,56.215,11.159,1
11.619,30.345,-4.779,16.234,9.404,3.296,3.915,302.101,18.005,0
7.2,24.718,410.503,13.188,4.394,0.044,0.146,14.288,1.809,1
4.145,-1.262,-3.813,4.067,8.061,-4.95,-3.443,-4.4,16.016,0
10.53,30.783,-3.516,15.214,8.496,1.232,0.985,-3.884,15.113,0
4.781,32.326,504.45,3.98,9.968,-1.594,-1.731,303.463,-4.241,0
7.06,9.004,478.624,5.166,1.594,0.376,0.194,279.714,3.363,1
11.983,30.2,-0.916,16.915,5.686,-2.215,-0.472,-1.148,19.905,0
6.514,28.927,398.235,7.333,1.149,0.076,0.116,208.821,10.079,1
7.985,17.344,124.448,7.584,0.275,0.117,0.063,5.161,4.508,1
6.935,25.477,442.763,12.053,1.617,0.247,0.19,143.835,3.299,1
6.726,7.483,154.329,8.491,3.256,0.031,0.053,258.09,14.829,1
6.664,20.566,225.619,13.851,2.125,0.265,0.083,185.263,1.225,1
3.537,-2.666,503.185,17.764,-2.524,-3.547,1.127,302.35,15.449,0
2.46,-4.089,504.797,14.473,-3.194,-0.593,5.088,-3.68,15.749,0
7.839,1.749,403.822,5.702,0.157,0.134,0.018,21.892,6.527,1
11.627,-0.807,502.398,16.467,6.32,2.626,2.168,301.493,17.702,0
12.408,-0.944,503.353,3.576,7.77,-1.074,0.757,300.806,15.884,0
4.599,-2.42,-2.459,2.342,7.327,-2.491,1.4,302.288,-2.047,0
9.966,33.013,-2.974,14.292,7.92,5.381,-2.18,-2.019,-0.965,0
7.323,15.776,183.474,11.34,2.872,0.283,0.137,252.252,5.973,1
9.11,-4.099,501.152,4.181,5.421,-3.101,4.475,302.0,-4.661,0
7.518,12.571,161.989,12.203,4.499,0.442,0.137,74.774,1.32,1
2.068,34.404,504.966,3.126,-1.321,5.439,3.377,-2.308,18.747,0
8.715,-0.307,503.199,2.502,-2.13,2.281,3.775,301.095,19.194,0
13.058,30.995,-2.331,2.423,9.363,-2.495,-4.221,-2.851,15.124,0
11.881,31.427,-4.451,15.675,8.194,4.146,-0.305,302.196,18.409,0
7.445,25.68,308.81,13.32,4.831,0.265,0.028,78.106,4.912,1
5.109,33.434,502.822,0.887,-1.834,0.974,-4.466,304.521,-0.942,0
6.35,32.34,503.307,1.158,-0.184,-4.24,-3.157,-0.211,-3.141,0
10.961,-4.335,500.341,17.337,5.136,-1.544,1.813,301.695,-1.062,0
12.733,31.473,502.209,4.014,-1.42,-0.894,2.175,-3.581,18.224,0
5.565,32.005,-4.529,1.743,7.5,2.64,1.12,300.555,-3.16,0
7.879,7.616,305.313,12.402,3.634,0.274,0.001,285.656,3.649,1
1.735,-4.853,502.956,17.558,5.941,5.339,-1.562,304.111,-4.571,0
6.244,-0.653,500.959,0.96,-2.478,5.146,-2.505,-3.953,-1.917,0
10.401,33.071,502.643,4.205,-0.173,0.681,0.773,-0.295,15.935,0
13.424,32.051,501.261,16.351,-1.996,-0.8,-2.214,-1.113,15.252,0
7.153,14.809,173.617,7.75,0.741,0.357,0.014,210.598,12.484,1
7.615,5.83,392.512,13.26,2.654,0.323,0.167,91.678,7.092,1
6.55,1.302,252.665,8.604,3.548,0.46,0.05,196.965,2.7,1
6.583,24.34,259.704,10.771,0.515,0.283,0.007,19.565,4.87,1
8.447,21.224,265.971,12.939,3.049,0.313,0.02,276.372,5.783,1
2.094,31.181,504.336,15.547,-3.279,-2.886,-3.372,303.06,-4.684,0
9.709,31.842,-2.347,15.101,9.645,-1.189,2.289,304.185,-4.679,0
5.135,33.286,501.627,4.178,6.343,-0.724,-1.784,-2.589,-3.421,0
6.949,16.087,421.714,10.331,4.651,0.409,0.153,275.667,6.214,1
2.655,-0.946,503.929,18.589,8.321,-1.053,4.622,301.352,18.055,0
6.52,23.754,417.368,11.322,4.202,0.086,0.192,283.832,5.579,1
8.181,14.933,445.106,6.067,3.516,0.273,0.189,42.135,0.18,1
6.694,2.28,439.171,12.172,0.341,0.371,0.001,292.582,1.977,1
6.904,21.049,171.78,10.327,0.275,0.491,0.094,128.658,11.335,1
5.777,-2.753,-4.794,18.078,9.253,4.459,-3.911,-4.35,17.286,0
5.904,-3.942,-4.938,2.528,-3.553,-0.726,-3.345,-4.039,-3.793,0
7.639,6.31,429.343,11.799,3.682,0.425,0.001,16.225,14.582,1
9.813,33.267,504.819,14.389,-3.369,-1.952,-4.685,-4.248,17.984,0
4.435,-4.932,502.941,4.243,-0.401,1.876,4.655,-1.691,-0.477,0
4.943,-3.776,503.543,18.508,5.705,-4.274,1.591,-4.817,-1.102,0
3.55,-3.7,-3.464,2.314,-0.594,-3.916,0.884,303.625,-2.695,0
1.632,-3.432,503.318,4.002,5.877,3.349,-0.814,301.67,16.167,0
7.49,19.731,119.276,8.149,3.176,0.017,0.179,33.905,4.762,1
13.435,32.966,500.983,2.482,-0.6,-1.418,-4.526,-4.619,19.332,0
6.769,8.761,418.358,9.881,2.923,0.428,0.004,135.813,14.978,1
7.327,18.711,336.507,8.757,0.103,0.144,0.036,99.095,3.443,1
8.374,11.209,228.73,10.203,3.304,0.198,0.111,176.957,12.71,1
5.848,-3.962,-1.225,16.628,6.457,1.953,-0.17,-1.253,18.016,0
2.4,-2.33,501.686,3.25,-4.895,0.745,-0.432,300.364,17.74,0
8.844,30.878,-3.185,3.878,7.885,-3.29,-3.933,-4.045,19.479,0
6.582,29.407,145.647,5.571,4.518,0.329,0.054,246.475,14.802,1
7.934,20.667,443.111,13.317,0.06,0.169,0.058,138.41,3.106,1
12.958,-2.668,-1.448,0.161,-1.373,3.821,4.684,304.661,-1.021,0
3.222,33.235,503.661,4.871,7.586,2.219,3.868,304.142,-2.359,0
7.57,23.453,299.068,5.79,1.438,0.492,0.075,258.463,4.262,1
11.987,-4.12,502.247,16.456,9.706,0.73,-4.744,-4.885,-2.172,0
2.734,-1.931,504.835,2.488,-1.784,-4.447,-2.956,-2.258,15.251,0
4.11,-1.45,-3.653,15.609,5.571,-1.082,-1.94,-2.082,-0.456,0
9.863,-4.631,504.796,17.38,9.606,3.035,2.485,300.977,-4.425,0
8.842,34.94,503.745,0.7,-2.129,1.85,-4.05,-3.392,-3.197,0
1.847,-3.743,-1.166,14.517,9.318,-2.685,2.941,300.274,15.917,0
8.166,0.394,368.172,5.312,3.768,0.142,0.086,96.392,9.779,1
7.575,0.537,107.765,8.988,3.775,0.384,0.149,279.394,13.697,1
7.98,6.422,354.279,5.235,4.01,0.058,0.041,26.161,1.133,1
8.273,5.993,472.005,12.03,1.933,0.335,0.09,158.763,8.726,1
10.824,-4.678,500.416,14.891,5.16,3.156,-3.658,-0.394,17.246,0
7.12,25.688,224.174,12.697,4.436,0.364,0.027,74.625,10.548,1
1.607,-2.255,503.537,1.929,-4.848,-0.606,-1.058,304.194,-4.379,0
8.951,-2.974,500.19,0.459,-1.975,-2.941,-2.561,301.516,15.638,0
7.896,2.513,286.235,9.005,3.423,0.257,0.064,98.763,2.711,1
11.039,33.127,504.342,1.051,-3.345,3.821,-4.439,-2.366,-1.793,0
7.313,19.744,86.872,7.542,1.777,0.487,0.111,258.189,12.119,1
8.074,1.362,78.292,10.314,4.054,0.15,0.113,252.66,1.674,1
12.511,34.392,-3.865,3.238,-0.207,2.324,1.256,301.098,-4.458,0
8.255,11.335,355.758,9.939,3.724,0.016,0.127,57.96,4.15,1
8.141,23.722,132.464,9.207,0.524,0.211,0.109,296.379,8.846,1
13.054,-4.39,-1.742,2.394,-1.393,2.741,3.076,-4.599,-3.393,0
10.87,30.198,502.101,2.689,9.029,1.129,-1.978,302.674,16.203,0
8.981,-4.355,503.164,1.014,-0.846,-4.65,4.546,-3.955,16.511,0
11.121,-3.431,502.919,16.948,-1.644,-1.778,-4.272,302.283,17.841,0
7.199,7.427,370.321,6.569,1.367,0.1,0.177,172.71,4.473,1
7.302,5.989,165.742,12.466,3.971,0.155,0.121,168.756,0.343,1
5.94,30.387,501.563,18.261,8.566,2.915,-4.087,-1.963,18.227,0
4.428,-4.355,-2.8,16.012,6.897,3.444,-2.957,-2.566,-0.265,0
7.233,16.591,138.547,8.046,2.225,0.132,0.184,150.904,1.468,1
7.503,29.83,436.089,7.368,4.638,0.17,0.014,152.952,14.743,1
8.925,31.335,502.432,14.713,6.054,4.131,-3.074,303.493,19.879,0
8.322,26.285,321.495,12.769,3.287,0.352,0.158,97.14,13.968,1
7.824,23.425,70.528,13.635,1.429,0.208,0.05,284.057,4.891,1
6.616,20.923,186.984,13.093,4.106,0.471,0.001,219.094,10.185,1
4.633,31.531,-4.09,0.369,8.824,3.657,4.929,300.681,-1.019,0
10.104,-4.354,-3.29,18.629,-2.534,4.615,-4.262,-0.568,-3.145,0
6.689,22.511,108.738,10.592,2.602,0.315,0.103,217.321,9.147,1
6.598,19.273,246.337,12.375,2.398,0.011,0.067,276.822,10.087,1
12.601,-3.742,-0.734,3.156,-0.382,-3.494,4.954,-1.004,17.302,0
7.946,15.011,115.491,7.706,0.826,0.227,0.062,154.314,10.535,1
2.852,31.429,501.387,17.152,-1.873,1.373,4.857,-0.402,-0.983,0
10.364,-4.206,-3.522,2.2,7.877,3.884,-0.183,-0.139,18.836,0
4.626,-1.395,-4.861,2.798,8.327,-2.359,-3.812,303.785,-0.352,0
8.912,-2.973,501.532,4.761,-0.394,2.332,-4.517,-4.287,15.11,0
4.033,-2.068,-0.771,17.93,-4.82,2.079,1.814,304.709,-4.368,0
7.344,23.051,64.744,6.459,3.466,0.392,0.015,93.785,5.809,1
9.998,-0.828,502.765,17.646,9.417,-4.76,-4.374,304.877,-3.815,0
10.967,-1.901,501.511,14.458,-3.588,-4.944,1.242,303.038,16.718,0
1.654,-3.856,502.837,14.555,5.566,-0.787,2.542,304.498,-3.871,0
7.246,14.533,8.456,9.644,2.044,0.219,0.046,87.83,9.105,1
6.902,0.926,134.141,7.143,3.812,0.434,0.015,292.641,14.931,1
6.966,19.949,214.515,5.954,2.609,0.162,0.106,109.592,9.714,1
8.185,29.044,420.622,6.101,4.962,0.428,0.037,215.408,14.108,1
10.821,-2.987,502.959,18.947,6.687,-3.963,2.213,304.843,-0.247,0
7.292,29.974,282.753,6.684,4.775,0.133,0.12,221.911,6.597,1
7.417,2.307,71.897,11.099,4.074,0.412,0.187,20.957,0.378,1
8.432,14.876,254.41,11.616,4.297,0.004,0.148,116.733,12.095,1
6.03,31.353,-3.37,4.312,-0.289,-4.432,-3.089,-0.575,19.411,0
2.828,31.974,-2.374,3.312,7.015,5.321,1.802,-1.676,-0.248,0
8.009,12.586,393.338,5.674,4.497,0.466,0.164,258.616,6.676,1
7.865,10.678,81.944,12.282,2.11,0.443,0.181,298.468,14.047,1
7.649,14.388,295.155,12.393,2.092,0.198,0.115,204.62,1.0,1
5.632,-4.361,502.875,14.871,-3.06,0.897,-2.729,300.931,-0.133,0
9.123,31.135,-3.648,3.159,7.721,-0.794,5.128,303.409,16.911,0
5.382,-1.239,-0.471,4.58,9.884,-1.338,-0.359,301.86,-2.272,0
6.505,13.477,474.614,8.088,0.071,0.313,0.178,255.774,6.377,1
9.509,34.655,-0.397,14.469,7.428,-4.179,1.506,-4.858,-1.047,0
6.349,34.254,-3.112,2.941,6.932,-2.878,1.148,-3.608,-2.103,0
7.355,20.633,38.956,5.135,0.249,0.141,0.096,3.086,11.544,1
7.115,19.477,285.308,7.528,1.32,0.113,0.196,61.205,14.919,1
9.149,34.455,502.745,14.401,9.388,2.037,4.578,303.466,-3.654,0
2.448,31.968,-4.064,2.519,-3.469,-4.473,1.695,302.941,-4.324,0
11.423,30.514,502.242,0.55,8.657,-4.896,-1.426,302.783,-1.082,0
8.031,24.474,241.278,5.242,4.631,0.313,0.194,263.231,2.457,1
11.382,-0.614,-4.768,1.35,-2.837,4.9,0.954,301.793,16.269,0
6.89,7.592,445.539,10.15,4.671,0.116,0.072,193.535,7.397,1
8.2,21.88,222.796,9.015,2.137,0.146,0.059,121.575,3.487,1
3.504,34.315,-4.599,14.305,-3.622,3.07,-1.524,302.817,-1.207,0
12.655,-4.969,-0.998,14.895,-4.31,4.295,3.172,301.627,-3.063,0
4.344,-0.367,504.79,14.331,-2.931,3.98,-4.404,-1.91,16.654,0
7.777,21.607,471.576,7.281,1.289,0.079,0.142,13.578,1.732,1
6.29,33.158,-3.266,2.264,-1.335,-0.508,3.413,303.679,17.592,0
6.171,31.767,-1.751,16.589,5.88,3.223,4.993,-4.8,-4.738,0
8.034,20.583,495.32,13.606,2.31,0.156,0.162,254.707,9.364,1
10.374,34.954,504.086,3.05,-4.365,4.603,3.111,-4.534,17.736,0
6.631,29.633,420.514,10.558,3.845,0.133,0.137,93.46,1.071,1
7.181,10.588,251.927,11.696,4.074,0.31,0.096,39.885,2.297,1
7.214,0.851,359.219,8.171,0.656,0.338,0.016,160.286,4.825,1
7.038,27.817,22.999,13.787,2.405,0.376,0.016,148.684,3.723,1
7.624,6.299,214.614,7.608,3.68,0.024,0.062,92.322,2.583,1
8.014,12.381,127.84,12.375,3.51,0.104,0.189,251.841,12.411,1
8.475,26.634,106.812,5.379,2.71,0.308,0.111,124.725,2.578,1
7.767,28.437,54.565,8.024,3.138,0.11,0.115,6.364,9.463,1
10.621,-1.055,-0.577,16.43,-1.002,3.089,2.401,300.288,-3.961,0
7.47,27.897,75.917,12.309,0.226,0.198,0.181,266.043,7.219,1
6.694,10.188,128.703,12.215,2.534,0.22,0.176,129.932,11.204,1
8.361,21.524,264.753,13.432,1.57,0.006,0.075,193.263,8.495,1
8.351,9.12,406.2,8.789,0.878,0.381,0.177,268.848,8.489,1
6.916,19.666,191.484,5.408,1.985,0.055,0.028,232.698,7.111,1
6.023,34.137,500.947,15.667,-3.062,-3.623,-4.797,-3.783,17.504,0
7.885,3.694,437.042,7.092,0.567,0.476,0.191,61.504,7.0,1
7.453,21.466,5.037,10.955,3.91,0.443,0.015,268.624,11.543,1
12.882,-3.564,-3.633,18.043,-4.294,-4.556,4.136,-1.212,-3.631,0
1.638,-3.808,503.925,2.281,6.522,-4.649,-0.489,-4.305,16.392,0
3.844,-1.263,504.205,0.272,-1.959,1.226,1.466,304.994,18.163,0
6.506,24.925,227.079,6.836,3.253,0.252,0.175,170.224,13.447,1
7.401,1.417,48.539,5.887,3.971,0.131,0.087,241.955,6.83,1
5.779,-2.698,-4.138,14.377,-1.193,2.586,-2.822,-2.804,16.855,0
8.286,1.464,355.384,6.138,0.261,0.429,0.028,133.015,0.38,1
8.156,0.861,154.382,10.951,3.932,0.099,0.135,117.5,8.691,1
5.794,-3.249,-0.915,3.1,7.33,2.683,-3.332,-1.798,15.373,0
8.096,19.223,451.16,13.74,4.447,0.268,0.147,143.373,14.687,1
3.259,31.421,502.246,1.527,8.248,-1.243,-3.415,-3.292,15.385,0
7.051,10.08,390.948,13.865,3.482,0.229,0.126,222.431,6.903,1
7.743,27.62,228.945,6.705,0.984,0.443,0.187,252.279,1.933,1
1.501,30.246,-4.53,17.375,-4.631,-2.662,-0.151,304.977,17.805,0
4.536,33.915,501.154,2.455,-4.154,1.069,1.479,300.411,-4.748,0
6.963,25.831,62.488,8.63,4.537,0.048,0.174,109.355,8.798,1
1.688,31.937,-4.167,0.44,-4.685,2.589,1.76,-4.845,18.633,0
8.4,2.111,266.079,13.326,4.545,0.3,0.102,250.914,0.695,1
5.538,-0.567,-3.401,15.995,-2.118,3.549,2.135,302.073,-0.107,0
10.323,34.67,-4.619,18.986,6.76,2.866,4.363,304.169,-3.44,0
7.229,8.244,258.963,11.326,0.232,0.328,0.113,62.358,12.224,1
2.823,31.102,-0.621,15.02,-3.126,-0.126,-0.166,301.384,-2.176,0
6.742,16.693,178.394,8.053,2.581,0.365,0.14,40.556,4.64,1
4.716,33.442,500.761,16.692,-4.585,5.491,3.195,301.595,-2.551,0
7.244,15.701,206.138,5.927,1.44,0.461,0.025,239.805,6.483,1
1.518,32.074,-2.953,17.799,6.01,-3.245,-3.161,-2.028,18.547,0
7.103,2.876,48.048,12.01,1.341,0.169,0.043,281.739,6.478,1
6.55,24.513,6.702,5.454,4.923,0.254,0.06,220.715,12.98,1
1.943,31.732,500.94,18.194,8.312,-4.399,-3.924,-3.439,-3.719,0
1.547,30.436,-2.532,17.619,5.863,-4.441,4.841,300.346,-4.272,0
10.71,34.649,503.704,15.998,7.435,-4.53,-4.047,-1.77,-1.755,0
12.408,33.855,-3.927,0.773,7.73,5.336,0.34,-2.606,-2.596,0
6.738,20.958,498.565,7.576,3.428,0.486,0.069,192.908,5.737,1
7.447,4.583,195.724,11.654,0.342,0.079,0.011,204.626,3.926,1
6.959,21.219,257.919,13.731,4.641,0.402,0.087,137.755,10.474,1
7.446,25.347,87.811,7.547,2.722,0.346,0.094,265.096,14.935,1
8.158,24.999,10.636,7.069,1.878,0.387,0.058,280.254,9.355,1
6.993,27.198,397.937,13.679,4.452,0.064,0.174,259.553,6.866,1
7.381,23.156,130.26,11.01,4.773,0.115,0.014,130.331,3.846,1
11.318,-1.402,504.357,15.395,9.253,1.855,-4.054,302.6,18.863,0
7.245,6.937,101.328,5.856,1.221,0.444,0.153,183.769,2.739,1
7.279,23.533,112.193,8.723,0.066,0.013,0.095,37.795,11.794,1
8.024,22.003,0.879,7.454,1.291,0.487,0.052,159.038,11.101,1
8.293,16.6,426.479,8.175,0.543,0.254,0.099,147.316,6.804,1
7.118,21.278,233.73,13.347,1.362,0.031,0.027,233.837,4.784,1
7.839,14.723,313.233,5.72,0.963,0.208,0.021,177.995,11.705,1
6.219,-4.215,503.069,15.321,8.339,-3.551,3.342,303.165,-2.395,0
7.483,27.779,31.25,6.142,4.821,0.294,0.196,172.044,7.657,1
10.464,31.026,504.821,2.52,5.108,5.473,-0.854,300.955,-3.933,0
7.373,13.801,461.215,7.703,3.479,0.434,0.022,241.947,13.463,1
7.774,21.568,331.116,9.157,4.72,0.071,0.117,47.033,7.743,1
3.355,31.036,-2.469,18.898,9.511,3.337,3.991,-0.711,-2.175,0
5.225,34.612,504.823,2.335,7.488,3.737,-2.803,302.962,16.078,0
6.78,8.628,384.992,12.0,0.8,0.078,0.167,73.44,4.993,1
3.187,33.524,-2.84,2.197,-0.102,-3.064,-1.942,-0.633,19.821,0
7.339,9.889,170.021,7.013,0.781,0.022,0.129,122.431,4.018,1
11.132,-4.428,501.16,16.588,-0.484,3.041,3.487,303.819,-3.581,0
6.675,13.018,411.153,13.718,4.753,0.017,0.111,29.286,1.926,1
11.944,30.836,501.651,0.27,7.879,-1.669,-4.259,301.232,-1.179,0
6.904,29.493,110.939,6.911,4.471,0.487,0.109,164.785,4.967,1
8.988,-3.229,502.753,4.813,-2.086,-3.429,1.629,-2.302,-4.48,0
4.727,34.925,501.369,1.809,-4.061,5.019,0.939,304.09,-2.622,0
9.224,-2.099,-3.404,16.469,5.376,4.804,-4.734,300.21,19.784,0
12.472,33.304,502.274,17.852,-4.674,1.637,-0.207,301.746,16.917,0
8.41,2.076,43.703,7.916,3.397,0.391,0.069,136.112,14.959,1
7.52,27.65,325.128,11.974,3.162,0.172,0.164,267.167,3.838,1
11.807,-0.352,501.651,0.415,-4.065,-1.207,0.579,300.517,15.497,0
11.366,33.366,503.383,18.99,-1.925,-0.269,4.647,301.351,-0.371,0
12.341,-1.998,-2.724,18.294,-4.183,1.685,4.3,-3.432,-3.106,0
6.54,4.618,476.721,11.168,3.188,0.353,0.084,191.583,9.696,1
2.244,32.15,-3.657,15.359,-2.802,5.415,3.449,300.309,18.663,0
12.566,-2.374,-3.893,0.855,-1.041,2.198,2.227,-0.363,17.442,0
7.997,27.823,335.564,11.21,0.883,0.319,0.2,215.484,11.733,1
2.855,-4.029,-0.601,16.602,-0.351,-1.155,0.787,303.129,-1.67,0
13.108,-1.787,-2.097,2.208,8.642,2.789,2.116,302.411,15.322,0
2.144,31.265,-0.743,1.444,-0.58,-3.644,0.664,304.416,16.04,0
6.997,24.84,66.66,11.966,3.837,0.315,0.173,8.913,12.818,1
8.241,24.355,309.286,7.31,3.843,0.419,0.092,297.021,13.536,1
6.566,28.823,3.581,12.014,1.977,0.277,0.111,80.571,2.086,1
11.051,33.632,-3.077,0.821,9.009,-4.685,-3.095,301.38,15.354,0
6.922,29.064,44.888,10.533,3.255,0.182,0.179,26.197,1.803,1
7.317,17.399,166.174,9.696,3.026,0.464,0.071,193.092,10.715,1
2.569,-2.033,-3.683,3.187,-0.616,-1.283,-2.164,-0.39,-2.503,0
3.07,-3.747,500.893,15.554,-1.499,3.657,-1.053,-4.175,-3.018,0
7.722,4.688,302.832,6.331,0.321,0.398,0.007,262.128,11.842,1
6.955,10.023,296.268,9.641,4.419,0.119,0.122,231.948,7.39,1
6.564,26.969,87.067,13.116,2.352,0.042,0.036,249.175,5.31,1
7.984,21.889,163.284,9.163,0.716,0.413,0.184,145.729,13.657,1
8.461,22.58,78.718,13.43,3.148,0.393,0.166,84.994,1.245,1
9.363,31.789,-2.354,3.39,7.778,-4.494,4.591,300.374,-3.714,0
3.322,-1.479,-3.747,1.242,-1.076,-3.855,-2.278,302.232,15.804,0
6.6,4.791,450.342,6.138,3.634,0.496,0.081,12.811,8.463,1
7.743,26.033,458.782,12.419,4.794,0.427,0.142,98.991,4.423,1
8.9,34.809,502.86,2.723,6.454,5.477,-4.101,302.466,15.273,0
7.354,25.5,62.574,11.847,4.454,0.169,0.141,209.044,14.688,1
8.372,23.886,183.918,9.544,0.07,0.423,0.151,4.842,10.656,1
6.621,29.262,373.748,11.205,4.712,0.466,0.127,58.027,14.652,1
7.103,9.956,360.792,12.949,4.066,0.249,0.086,120.416,10.086,1
7.377,8.169,260.074,6.541,4.733,0.328,0.196,154.465,13.936,1
6.993,6.317,429.111,10.587,2.021,0.245,0.035,112.541,7.712,1
8.171,16.13,191.732,10.344,3.804,0.175,0.174,25.456,3.464,1
2.438,33.02,-1.345,18.934,-4.196,-0.661,4.781,304.497,19.284,0
2.602,-2.861,-4.144,16.515,9.13,-3.812,-3.486,302.19,15.985,0
7.759,16.161,138.485,5.59,4.867,0.23,0.144,74.715,12.196,1
7.086,4.459,469.422,11.373,3.465,0.467,0.065,190.019,12.747,1
6.887,17.535,30.509,9.173,3.745,0.051,0.166,58.022,11.453,1
9.456,30.705,500.628,14.756,-3.093,3.24,2.35,303.913,19.73,0
7.069,4.894,310.206,12.717,3.826,0.138,0.039,203.069,12.221,1
12.578,-2.118,-4.685,0.095,9.83,-1.196,-4.661,-4.975,-3.589,0
4.383,-0.993,-3.333,16.842,5.158,-1.844,2.442,-1.874,-1.028,0
7.191,2.497,290.936,6.858,3.656,0.266,0.138,296.417,13.732,1
11.892,-2.439,504.818,15.417,5.776,2.507,-2.478,-4.807,-2.079,0
8.466,24.672,297.417,10.858,3.65,0.412,0.145,57.551,11.567,1
3.798,34.423,-0.853,18.955,9.385,-3.994,4.884,-2.074,15.604,0
5.114,32.981,-1.371,4.062,-1.367,2.401,2.925,-3.157,-3.051,0
7.477,6.254,193.142,6.485,1.814,0.123,0.173,4.713,2.363,1
9.049,31.559,-0.573,14.18,-0.443,5.33,-1.128,301.663,-2.581,0
7.482,28.463,243.712,13.757,2.731,0.192,0.098,47.919,6.772,1
6.684,27.536,334.925,11.576,3.988,0.427,0.058,31.86,2.192,1
6.663,7.907,465.962,12.46,1.799,0.282,0.054,161.034,13.601,1
6.539,23.123,129.714,6.492,1.164,0.099,0.034,206.775,8.56,1
9.543,33.497,500.901,16.196,-3.504,-4.508,2.044,302.101,18.78,0
11.852,-1.059,500.92,17.623,-4.077,-2.535,1.005,301.2,15.943,0
6.733,19.71,340.571,9.703,0.466,0.019,0.113,151.037,6.943,1
13.139,33.336,504.859,14.252,9.801,-0.919,-2.266,-1.012,-0.638,0
4.932,34.565,-1.372,17.505,6.746,-1.968,1.781,-0.408,-0.657,0
12.656,-1.187,503.195,14.232,-2.003,-1.22,-2.187,302.894,19.569,0
8.388,23.975,340.217,7.583,4.108,0.188,0.111,152.518,7.449,1
6.628,28.224,409.109,7.536,1.028,0.443,0.036,250.781,0.214,1
7.934,26.527,373.705,9.64,3.859,0.119,0.191,94.289,11.335,1
6.703,26.971,77.108,12.027,3.797,0.32,0.087,126.05,4.786,1
6.226,30.699,-3.802,0.717,-2.119,-2.218,-1.775,302.072,18.754,0
5.281,-3.741,503.708,1.201,-1.518,-3.699,-3.401,-1.605,-3.553,0
4.636,-2.432,-3.823,4.352,-3.633,2.049,-3.883,301.294,-4.45,0
6.069,-1.978,504.686,17.718,8.911,-2.435,1.097,-1.862,19.473,0
6.634,26.286,366.517,11.84,2.29,0.114,0.097,34.357,3.26,1
11.452,33.991,504.041,1.988,-2.193,-3.792,-2.572,304.666,17.996,0
11.863,-2.413,501.749,14.251,-0.337,-2.132,-4.051,-0.594,17.31,0
